,train_loss,val_loss,lr
0,1.097586144466658,0.7283054928521853,0.001
1,0.9520284875824645,0.6324890964740032,0.001
2,0.937325231932305,0.6791958712242745,0.001
3,0.9713576480343535,0.6334764925209252,0.001
4,0.9496874213218689,0.6349119237951331,0.001
5,0.919448187826453,0.6035503946446084,0.001
6,0.9156561610666482,0.6027625380335627,0.001
7,0.901588985041992,0.7010935416092744,0.001
8,0.9100187618184734,0.591781968200529,0.001
9,0.9388492955146609,0.5979735037764987,0.001
10,0.9334802698041942,0.5483522302395588,0.001
11,0.8960283519448461,0.6607997618816994,0.001
12,0.9078035362668939,0.6308842623555982,0.001
13,0.9005494240570713,0.5917347129937764,0.001
14,0.9264376501779299,0.6259085761534201,0.001
15,0.9100161541152645,0.61922415768778,0.0005
16,0.9205078990072817,0.601207547091149,0.0005
17,0.9125053653040448,0.5813165274826256,0.0005
18,0.8876761574600194,0.5848667984073227,0.0005
19,0.8867442789109977,0.6039741433955528,0.0005
20,0.8736167870260574,0.6168985004360611,0.00025
21,0.855335211834392,0.5473241081108918,0.00025
22,0.8911805736857492,0.5996770125788611,0.00025
23,0.9052400685645439,0.6371600482914899,0.00025
24,0.8514696085775221,0.5499112702704765,0.00025
25,0.8860342089791555,0.6166999178963739,0.00025
26,0.8347009766746212,0.565432599267444,0.000125
27,0.8610304610149281,0.5632120000349509,0.000125
28,0.9187172051217105,0.6174153451983994,0.000125
29,0.8793042984765929,0.5778337000189601,0.000125
30,0.887567083980586,0.580605116244909,0.000125
31,0.8367077579369416,0.5562804325206859,6.25e-05
32,0.8956451585163941,0.5909452357807675,6.25e-05
33,0.853915399997621,0.5587911726655187,6.25e-05
34,0.8266331521240441,0.5507844106571095,6.25e-05
35,0.8907120582219716,0.5817604660987854,6.25e-05
36,0.8484676780330168,0.5549268190925186,3.125e-05
37,0.8330910556219719,0.5376937252444189,3.125e-05
38,0.855297980074947,0.554706447027825,3.125e-05
39,0.8656937504136885,0.5626356295637183,3.125e-05
40,0.8696756824045568,0.5660873144059568,3.125e-05
41,0.8448614325072314,0.5523191891811989,3.125e-05
42,0.85410933921466,0.5544467648944339,1.5625e-05
43,0.8693103532533388,0.5684944197938249,1.5625e-05
44,0.8752158400980202,0.5629401206970215,1.5625e-05
45,0.858084639786063,0.5662322463216009,1.5625e-05
46,0.8815916468565529,0.5771855639444815,1.5625e-05
47,0.8330502628877356,0.5555805990824828,7.8125e-06
48,0.8589813080993859,0.5572330911417265,7.8125e-06
49,0.8419878670089954,0.5543284585347047,7.8125e-06
