pipeline,dice_WT_mean,dice_WT_std,dice_TC_mean,dice_TC_std,dice_ET_mean,dice_ET_std,hd95_WT_mean,hd95_WT_std,hd95_TC_mean,hd95_TC_std,hd95_ET_mean,hd95_ET_std
P2,0.8668859718452285,0.0,0.7700348275648791,0.0,0.6572729729339746,0.0,5.1063125241577545,0.0,,,,
