seed,pipeline,epoch,train_loss,val_loss,val_dice,dice_bg,dice_non_enh,dice_edema,dice_enhancing
5,P2,1,1.0109268313747342,0.764123368102151,0.35217823914761903,0.9858126046439464,0.013513513513513514,0.35533278437896243,0.05405405405405406
5,P2,2,0.8054664648185342,0.6696737956356358,0.3600617204871983,0.9812426450649883,0.0,0.40495018282975115,0.05405405405405406
5,P2,3,0.7546775276378049,0.6031805220487956,0.5296983033992635,0.9908914942028325,0.02702702702702703,0.5991716480190733,0.5017030443481212
5,P2,4,0.7377029777583429,0.6482138239048623,0.4292610782054393,0.9821198616287553,0.029986124293336323,0.17506382881129942,0.5298744980883663
5,P2,5,0.7223868054858709,0.5034185982233769,0.6515120963648078,0.9922982258883646,0.3686643511878455,0.6455324038217111,0.5995534045613101
5,P2,6,0.7078691455267243,0.4962406649782851,0.6478474512588238,0.9922465701914159,0.4030357242337976,0.6227062117069498,0.5734012989031321
5,P2,7,0.6902240234916494,0.5256952401754018,0.6208612413791438,0.9888646860457839,0.3344200745719169,0.5576142716221837,0.6025459332766906
5,P2,8,0.7042360601788861,0.48428200668579824,0.6679757655708062,0.9927463783243187,0.40468490522753997,0.66297483818002,0.6114969405513464
5,P2,9,0.6969171753374197,0.4744756282181353,0.6843985830140604,0.9922875817602651,0.43424730768699266,0.6638603088335105,0.6471991337754733
5,P2,10,0.6376116409140118,0.4552374308979189,0.683040988429787,0.9923454465264024,0.45930888204781956,0.6675294547437159,0.6129801704012099
5,P2,11,0.6717640061499709,0.437939301938624,0.6886570110968822,0.9927116684735935,0.45745756538884647,0.6748768801358779,0.6295819303892111
5,P2,12,0.7118432452112942,0.49809253296336614,0.6775557675843611,0.9914814952899089,0.4507270386005664,0.663005904312688,0.6050086321342814
5,P2,13,0.6546018528736244,0.45978471958959427,0.6790033739965069,0.9916648158896527,0.4214773913874779,0.6656682718792867,0.6372030168296103
5,P2,14,0.6787044970665947,0.4289986108605926,0.6997865946786079,0.9927801678384811,0.46482942113631287,0.6787729700423465,0.6627638196972916
5,P2,15,0.6673282555604385,0.4289213946542224,0.7081726633513767,0.9930934587766185,0.51545692598337,0.6734517297910837,0.6506885388544351
5,P2,16,0.6706314623355866,0.49053604820290125,0.7123754641280265,0.9935942261508304,0.49314871986653364,0.7142886956781359,0.6484702148166065
5,P2,17,0.7049206175541474,0.4343883338812235,0.6977521929676462,0.9924355866239578,0.4878503921864834,0.673310552957578,0.6374122401025659
5,P2,18,0.6774182465116857,0.396481729641154,0.717386637941687,0.993279169146145,0.5296350524845307,0.7073687351581103,0.6392635949779621
5,P2,19,0.6589979210142362,0.39279902545181483,0.7162786876096108,0.9930917445439075,0.525081328476206,0.6852876251260652,0.6616540522922645
5,P2,20,0.667844407134137,0.39364744763116577,0.7080706982234046,0.9936227280037421,0.4929143472204087,0.69010636734579,0.655639350323678
5,P2,21,0.6295813414504973,0.41856501956243775,0.7033945927580189,0.9937726042756736,0.49092982803307256,0.6707363695147676,0.658139569208562
