pipeline,dice_WT_mean,dice_WT_std,dice_TC_mean,dice_TC_std,dice_ET_mean,dice_ET_std,hd95_WT_mean,hd95_WT_std,hd95_TC_mean,hd95_TC_std,hd95_ET_mean,hd95_ET_std
P2,0.8772453972364992,0.0,0.8055528572799533,0.0,0.6885042959656779,0.0,4.624174672590718,0.0,5.3178168951300435,0.0,,
