pipeline,dice_WT_mean,dice_WT_std,dice_TC_mean,dice_TC_std,dice_ET_mean,dice_ET_std,hd95_WT_mean,hd95_WT_std,hd95_TC_mean,hd95_TC_std,hd95_ET_mean,hd95_ET_std
P2,0.8778144094478909,0.0,0.7900418057997867,0.0,0.6819936628316375,0.0,3.9149010482720397,0.0,5.214584034131784,0.0,,
