pipeline,dice_WT_mean,dice_WT_std,dice_TC_mean,dice_TC_std,dice_ET_mean,dice_ET_std,hd95_WT_mean,hd95_WT_std,hd95_TC_mean,hd95_TC_std,hd95_ET_mean,hd95_ET_std
P1,0.8504228512355011,0.01463504163967208,0.7453935024435498,0.027756152282475514,0.6477867762552619,0.018438506588153526,5.905297696451714,0.8601874326959157,8.651179596325976,1.460675913712663,,
P2,0.8556301066430781,0.008215397874997825,0.7545449181346279,0.004890969939461622,0.6670791721983612,0.00573524966900865,6.954642727179063,0.9159256231354549,8.025384103682555,1.24193090844268,,
P3,0.8415746298817587,0.009651356859687814,0.7366781861224944,0.006776359062581946,0.6473099011663691,0.006597662176509066,7.3482861752656445,0.18295504067893048,,,,
