,train_loss,val_loss,lr,val_dice
0,0.8581330850972968,0.6490587116898717,0.0001,"[0.9895140257154932, 0.2701901531713913, 0.5072919651555221, 0.5432025894266891]"
1,0.8087066740302716,0.6065201851967219,0.0001,"[0.9900776244946483, 0.3358516332867156, 0.50438856977139, 0.5425917550278394]"
2,0.7572752541404659,0.5592018824976843,0.0001,"[0.9911747114963968, 0.28457105367480573, 0.6038545073048818, 0.6179762346752219]"
3,0.7543393584631257,0.5275878056481078,0.0001,"[0.9924222288970194, 0.39333216023778894, 0.5479569270387938, 0.6291416204137377]"
4,0.7441047745235896,0.4688958046404091,0.0001,"[0.9926633487716053, 0.3999536389232946, 0.6457182318292697, 0.5962860615215245]"
5,0.7267218069504884,0.48426534074383815,0.0001,"[0.9919752058687097, 0.40443541086821233, 0.631676083085782, 0.6423293368554308]"
6,0.7292484609757439,0.5126787468388274,0.0001,"[0.99053800591748, 0.34737354663072106, 0.6318620693857818, 0.6088537660398355]"
7,0.6967638918403852,0.4368096215499414,0.0001,"[0.9926186754757804, 0.45716759798859885, 0.6847639568613669, 0.6251004632619569]"
8,0.7546862872980409,0.47986410034669413,0.0001,"[0.9920983959321529, 0.4732706698634873, 0.6321245129080473, 0.620508819035383]"
9,0.7207123243707722,0.4532985063018026,0.0001,"[0.9927579651771744, 0.4667245998675078, 0.6624242970255277, 0.636301989216611]"
10,0.7298531545420824,0.4169976266252028,0.0001,"[0.9933615591045195, 0.49232536345611344, 0.6882436855890779, 0.6522474670226618]"
11,0.7105497453172328,0.4444760253300538,0.0001,"[0.9934789944759078, 0.4942175136421795, 0.6531001138588488, 0.6337936360229037]"
12,0.6809373515137171,0.4384834903317529,0.0001,"[0.9928950181396898, 0.525428889536335, 0.657804029765416, 0.6455486373900726]"
13,0.7273558098885973,0.4627173377855404,0.0001,"[0.9927018821194148, 0.4985066388015428, 0.6749167135734314, 0.628048685254945]"
14,0.7008124362614195,0.47478025547555974,0.0001,"[0.9931926315753838, 0.5328761925947776, 0.7026303854286955, 0.6244617691089367]"
15,0.7064959029525013,0.4030872782742655,0.0001,"[0.9939755286805131, 0.5154221451630636, 0.6966365129811358, 0.6483985603768965]"
