,train_loss,val_loss,lr,val_dice
16,0.7196847636820907,0.4168219163611129,0.0001,"[0.9937448906207365, 0.5149219713343614, 0.7216243092815677, 0.6675300811136327]"
17,0.7005559165598982,0.43618222748911056,0.0001,"[0.9937790864525309, 0.5308685177215178, 0.7077397059430401, 0.6566555591803833]"
18,0.712954878706043,0.4331221429480089,0.0001,"[0.9930284250429063, 0.540227878364389, 0.6735634631293616, 0.663089590683079]"
19,0.7229925362740532,0.464528575942323,0.0001,"[0.9921122962993352, 0.5342371358753994, 0.6755087104706073, 0.6360060575454715]"
20,0.681645613454156,0.38934489500683706,0.0001,"[0.9941060383675007, 0.5327957380707221, 0.709672616531694, 0.6671043814418484]"
21,0.7134915211948297,0.42554156160032425,0.0001,"[0.9937686991753357, 0.5595282345479384, 0.711008682904026, 0.667640178733947]"
22,0.691895295906875,0.43504551777968536,0.0001,"[0.993366033891886, 0.5491537279683858, 0.694160635751194, 0.6687270159507155]"
23,0.6967188204244031,0.39939965972223795,0.0001,"[0.9940887640382183, 0.5404661198427619, 0.7205192821325074, 0.6526294074796362]"
24,0.674500091803276,0.41121659166104085,0.0001,"[0.9937622592427223, 0.5493133781594493, 0.6962150236671708, 0.6743808635969426]"
25,0.6882890826564724,0.41473199326444316,5e-05,"[0.9938709007539878, 0.5604698055769354, 0.7128469651901905, 0.6722802192841852]"
26,0.6609264372263924,0.36728743544301473,5e-05,"[0.9938974312356016, 0.5678656419703454, 0.7259003544080479, 0.6797886323500939]"
27,0.6466115330740557,0.34245649564105113,5e-05,"[0.9942867294525495, 0.5644257359424929, 0.7307371536610933, 0.692198298090673]"
28,0.6633961171416913,0.39677966003482407,5e-05,"[0.9925219710913769, 0.5234106362036173, 0.7020436356395021, 0.6389070784338203]"
29,0.6635770186024197,0.35542178556725784,5e-05,"[0.994139180814772, 0.5429095088751869, 0.7270409302801835, 0.6820030252416022]"
30,0.6437605217856875,0.371595822878786,5e-05,"[0.9933118109580484, 0.5571473948767445, 0.6997550325712667, 0.6687520290991511]"
31,0.6425023323903649,0.36038027703762054,5e-05,"[0.9945910574496187, 0.5599012868344648, 0.7196890253211202, 0.6685131035268558]"
32,0.6520110473794453,0.3562236589354438,2.5e-05,"[0.9938375671485673, 0.558055644197425, 0.7067133332353227, 0.6796782742812185]"
33,0.6101768442634808,0.34001302880209844,2.5e-05,"[0.9949320831468448, 0.573368155325805, 0.7253935394863052, 0.6695885708883945]"
34,0.6264484703540802,0.3433159986460531,2.5e-05,"[0.9948056265598729, 0.5689810732355822, 0.7342785268737307, 0.6893069734501638]"
35,0.6245895098831694,0.3388370720518602,2.5e-05,"[0.9945776362341663, 0.5972361387787434, 0.7343201961037475, 0.6880506216161734]"
36,0.6091095018689915,0.34882507432956955,2.5e-05,"[0.9946568227398639, 0.5700801575431621, 0.7276907430230309, 0.6689672047491595]"
37,0.655285895729469,0.3769853384913625,2.5e-05,"[0.993434020116523, 0.5693460846757876, 0.7124805380423933, 0.6650632826546274]"
38,0.6223518049312851,0.33238162865509857,2.5e-05,"[0.9947733455665365, 0.5850109123863594, 0.7389978899111367, 0.695911768905919]"
39,0.6375370778269687,0.3620886887247498,2.5e-05,"[0.994181106663389, 0.5435475124138296, 0.7178303113590108, 0.6898901178893855]"
40,0.6301416679964227,0.3733945845349415,2.5e-05,"[0.993423810802845, 0.5578857629571029, 0.6912591427764319, 0.6462016384124655]"
41,0.5983285016427606,0.33704461499645905,2.5e-05,"[0.9948673050021042, 0.5767768057896131, 0.728152482237234, 0.6715004240203654]"
42,0.6344466123540523,0.35421316808945424,2.5e-05,"[0.9944992565905072, 0.5697912920510122, 0.7264853197648129, 0.695614893506594]"
43,0.674449402548499,0.3582984084213102,1.25e-05,"[0.9946809185210481, 0.5623195388271107, 0.7259034618274426, 0.6836474388182492]"
44,0.6190950605828883,0.34480631774341736,1.25e-05,"[0.9947124048168352, 0.5682274250768048, 0.7387150132839875, 0.6865893532477771]"
45,0.5931792254165068,0.34364133167105754,1.25e-05,"[0.9948483792340251, 0.5660357597237469, 0.727244865282019, 0.6933966015595671]"
46,0.6132869702779641,0.3448536035579604,1.25e-05,"[0.9945283667854862, 0.5738002376277386, 0.7332987961326943, 0.681510990455742]"
47,0.6285917225530592,0.3362253042491707,1.25e-05,"[0.9949944590729626, 0.5820144508046633, 0.7335242337777829, 0.6831154820786548]"
48,0.58529590580423,0.33838044388874156,6.25e-06,"[0.9944646010214524, 0.57254694564615, 0.7344430663282203, 0.6987231586355621]"
