,train_loss,val_loss,lr,val_dice
0,0.8244646460323011,0.7011208961138854,0.0001,"[0.987948729831108, 0.03424701799229907, 0.5013942659551515, 0.006180752347505773]"
1,0.65531681068873,0.5703689077415982,0.0001,"[0.9888185098345169, 5.5058517732185506e-05, 0.543474002225239, 0.08316958361246686]"
2,0.5576569846120931,0.4875717086566461,0.0001,"[0.9883505028774403, 0.20317092992146404, 0.5607684484903828, 0.4859455119146263]"
3,0.5039429137262247,0.4316095117781613,0.0001,"[0.989556108813058, 0.14414136450382348, 0.5935531504667432, 0.5408544264351214]"
4,0.46565792217093,0.3804405822947219,0.0001,"[0.9906860461918433, 0.2762655767767767, 0.6221060475180206, 0.5753063060501968]"
5,0.4333617594282506,0.3557541680497092,0.0001,"[0.9911156105700287, 0.36824705171374167, 0.5531583965773024, 0.5689793961858648]"
6,0.43259003637200694,0.32091573585529587,0.0001,"[0.9910738898696991, 0.35885884401533574, 0.6226255676611298, 0.5858811513060462]"
7,0.4186978298728749,0.31619835564413584,0.0001,"[0.990556028742563, 0.3633099519407122, 0.623035414881382, 0.5772951665875892]"
8,0.4012702372114537,0.2910172971519264,0.0001,"[0.9918139403056385, 0.4375201133656493, 0.6379548042625304, 0.5534324889175658]"
9,0.4047149191468449,0.275369793176651,0.0001,"[0.991623979386608, 0.4281768013963603, 0.641446332690576, 0.6059187743614307]"
10,0.4011363947795609,0.2842979674806466,0.0001,"[0.9909398612814034, 0.41648094703856303, 0.6487456881730551, 0.5741772742806636]"
11,0.3841944867271488,0.2559899866983697,0.0001,"[0.9921634339151101, 0.44274136231231576, 0.6507406844256768, 0.6125745823295987]"
12,0.3964487097020877,0.2848393608992164,0.0001,"[0.9888560263605267, 0.4109216625867537, 0.5464457023666978, 0.6014322172367366]"
13,0.37714299488875824,0.2516994085666296,0.0001,"[0.9916496621025788, 0.43942740976424827, 0.6692493246832794, 0.6026026971744708]"
14,0.38369965583591137,0.2439961888500162,0.0001,"[0.9916388164415758, 0.4657215596888483, 0.6371927808798478, 0.6288018280044148]"
15,0.37117912021733945,0.24708745487638423,0.0001,"[0.9917445389062405, 0.4496873437160021, 0.6566616785170897, 0.6445439246615923]"
16,0.3660293615975622,0.2519930756172618,0.0001,"[0.9905797456051538, 0.45753973909788415, 0.605281184009514, 0.6270828743404419]"
17,0.3809395013976905,0.245910672521269,0.0001,"[0.9903320384358277, 0.4868055042993971, 0.5973316478233601, 0.6368550911408093]"
18,0.3593485731189534,0.25215110464676005,0.0001,"[0.9906734341158283, 0.42476835539480834, 0.6614810305924625, 0.6349110449090019]"
19,0.35981275201854057,0.22905244315798218,0.0001,"[0.9922668637821288, 0.4878803138905129, 0.673148232632297, 0.6121877545753137]"
20,0.36768180283449464,0.23098001931164716,0.0001,"[0.9923389128472766, 0.4992085411308788, 0.683202284571081, 0.6563730468537061]"
21,0.37773725766751726,0.22445539566310677,0.0001,"[0.9923835672537111, 0.4894881574603971, 0.6876506571378168, 0.6691675199172282]"
22,0.3850698683221461,0.22787945475932714,0.0001,"[0.9925031586367683, 0.4910152875539603, 0.6763608084491591, 0.6300273222004938]"
23,0.3785711672851595,0.23714395189607465,0.0001,"[0.9910827485877288, 0.49298873111497044, 0.6320587022893269, 0.6491809346723376]"
24,0.35852181759931273,0.23644094128866452,0.0001,"[0.9913787771879046, 0.4751016246139665, 0.6625512039688283, 0.6220489755099377]"
25,0.3606557454093028,0.21467732044087873,0.0001,"[0.9925068397677653, 0.52630817953745, 0.6695609561116734, 0.6552740375935429]"
26,0.35647162385916303,0.23366074022409078,0.0001,"[0.9931646340955119, 0.5061764983048522, 0.6835964459230189, 0.64035391517805]"
27,0.36476874735395787,0.2144073151253365,0.0001,"[0.9929311797093977, 0.521528801619925, 0.6773512549190625, 0.6492896208955263]"
28,0.3722000210719594,0.21677175889144074,0.0001,"[0.9929627117838261, 0.5245653646082178, 0.6945935059087559, 0.6657164787212099]"
29,0.37073432828410197,0.22261457175419136,0.0001,"[0.9930101292128407, 0.5227185112200101, 0.6927604587177129, 0.6636098935996951]"
30,0.3487415947398897,0.20982321160467896,0.0001,"[0.9928440782535543, 0.5579828761156609, 0.6914864520918603, 0.6650343464879703]"
31,0.3720235907425315,0.23266738431679235,0.0001,"[0.9930242966469983, 0.5320972785531968, 0.7082247661508085, 0.6519234295999214]"
32,0.3568776780013311,0.20855179559942838,0.0001,"[0.9935590432337454, 0.5421990809008715, 0.7086308126213002, 0.656161897779748]"
33,0.37589247451495317,0.2235681736791456,0.0001,"[0.9930195177671663, 0.5548591759834774, 0.706994083773071, 0.6619093735173985]"
34,0.3517789358052157,0.23144349073236054,0.0001,"[0.9929376835337255, 0.5078602387281569, 0.6752781239406677, 0.6673272443165359]"
35,0.3564716023913885,0.20874247649634206,0.0001,"[0.993324807597694, 0.5444907185355704, 0.7122009497235781, 0.6542354307892471]"
36,0.3575808178822873,0.20320940098247012,0.0001,"[0.9933263628782508, 0.5318732281299037, 0.7032144459397042, 0.6715798743008297]"
37,0.3634005820599653,0.21198804656396042,0.0001,"[0.9931579624628968, 0.541015781403468, 0.68037759595701, 0.6540680655654945]"
38,0.3468475345332744,0.2073030095245387,0.0001,"[0.9932963643584771, 0.5276676528709523, 0.6893300024523377, 0.6607232414594549]"
39,0.36053645004660395,0.20892979677867246,0.0001,"[0.9936250690236621, 0.5498559450093257, 0.7095757162380031, 0.6668695637517134]"
