pipeline,dice_WT_mean,dice_WT_std,dice_TC_mean,dice_TC_std,dice_ET_mean,dice_ET_std,hd95_WT_mean,hd95_WT_std,hd95_TC_mean,hd95_TC_std,hd95_ET_mean,hd95_ET_std
P2,0.8719881455903512,0.0,0.7876589073833702,0.0,0.6727399083401006,0.0,5.20347810638499,0.0,7.3990700709441946,0.0,,
