pipeline,dice_WT_mean,dice_WT_std,dice_TC_mean,dice_TC_std,dice_ET_mean,dice_ET_std,hd95_WT_mean,hd95_WT_std,hd95_TC_mean,hd95_TC_std,hd95_ET_mean,hd95_ET_std
P2,0.8801135446623223,0.0,0.8124377640265275,0.0,0.6914064707909556,0.0,5.01331077396869,0.0,5.264629831817505,0.0,,
