seed,pipeline,epoch,train_loss,val_loss,val_dice,dice_bg,dice_non_enh,dice_edema,dice_enhancing
5,P2,1,1.1459728055081124,0.8909581722439947,0.36201680943520453,0.9875981210432773,0.013513513513513514,0.39290154912997316,0.05405405405405406
5,P2,2,0.98471228793516,0.80640893208014,0.4009394042622104,0.9892330679018517,0.0,0.560470495092936,0.05405405405405406
5,P2,3,0.9164372524972689,0.6975988930947071,0.5551539931946177,0.9918605957273545,0.02702702702702703,0.6378406590844425,0.5638876909396469
5,P2,4,0.9038031531592546,0.723337593110832,0.5793913121982115,0.9912264642886843,0.27484768342024857,0.4893605232195669,0.5621305778643463
5,P2,5,0.8898491206815687,0.603624235536601,0.6476261499402967,0.9916167469634101,0.3595727009883958,0.6501259772143549,0.5891891745950257
5,P2,6,0.8796320164607743,0.5860039261547295,0.6655835142373389,0.9920984085138724,0.410580111629605,0.6475744894718068,0.6120810473340713
5,P2,7,0.8559610296103914,0.6024551552695196,0.6552133581097653,0.9919711282619037,0.33841819254923006,0.645172848458667,0.6452912631692608
5,P2,8,0.8767117994316553,0.5720182077304737,0.6845747216842517,0.993427441234129,0.4047738672035619,0.6913804907478248,0.6487170875514916
5,P2,9,0.8621928522142314,0.5748767961521406,0.6905764229553767,0.9937657927870268,0.4163859828240534,0.6938208548005536,0.6583330614098731
5,P2,10,0.7910967083300574,0.5411129348181389,0.6964021726871986,0.9937156484104395,0.4497290786843414,0.7015943602406731,0.6405696034133402
5,P2,11,0.8382614935858775,0.5281663637708973,0.6935575205075608,0.9934287467444092,0.4425193190601229,0.7006577704680108,0.6376242457577002
5,P2,12,0.8840660749855688,0.6086529577906067,0.6813692491464379,0.9928493301233129,0.43430931830444414,0.6754804199975515,0.6228379281604431
5,P2,13,0.8110474545066639,0.545127725279009,0.7055562661595443,0.9935558440266887,0.45158108744033315,0.7123666881571514,0.6647214450140037
5,P2,14,0.8504758060988733,0.5177579719472576,0.7147575216450858,0.9937473342309828,0.49001550254811294,0.7041486578080415,0.6711185919932059
5,P2,15,0.8316552952184515,0.5439939986209612,0.7162103254670947,0.9941904559778049,0.506893134212319,0.7090312519599411,0.6547264597183139
5,P2,16,0.8369227960958319,0.5787490058589626,0.7171537832857073,0.9938933453811908,0.5035121279581635,0.715659751644122,0.6555499081593533
5,P2,17,0.8792587353011309,0.5504563422621908,0.711650011979192,0.994253421024975,0.501750791397866,0.6997665422296121,0.6508292932643147
5,P2,18,0.8453679717193215,0.4872298337317802,0.7196604390869381,0.9937854830384896,0.5297306956018428,0.7101748139082066,0.6449507637992131
5,P2,19,0.8250179968648038,0.47776027990354075,0.7267029738938393,0.9939091446466559,0.514392464590753,0.7232192758866819,0.6752910104512667
5,P2,20,0.8387001015372195,0.495380097949827,0.711034834504452,0.9938445440634636,0.49767187700466176,0.6840159906261606,0.6686069263235225
5,P2,21,0.7895492821426715,0.5517314789262978,0.7061143785014398,0.9934983824444803,0.4921783494415665,0.678550238853316,0.6602305432663961
5,P2,22,0.8372403615612095,0.5112616601022514,0.7131988843943323,0.9936118465903871,0.5140730784505413,0.6902668709872615,0.6548437415491396
5,P2,23,0.8590718262276407,0.6273102579084603,0.7139913657514724,0.9925439762732274,0.5253635345860906,0.6916806474297466,0.6463773047168248
5,P2,24,0.8040860164973695,0.45064272268398387,0.7241566969467834,0.9945916240589296,0.5136051432934328,0.7187170605715896,0.6697129598631817
5,P2,25,0.8093236963627702,0.45180838373867244,0.7213349772288643,0.9934566069308741,0.5245762598418149,0.7044627764067083,0.6628442657360599
5,P2,26,0.8232635447534464,0.4688181800616754,0.7272307107417764,0.9945359339678088,0.5394373146592089,0.721995425648865,0.6529541686912228
5,P2,27,0.8113279730586682,0.5025987802325068,0.7352393055008751,0.9944672798705596,0.5454419831307324,0.7217572345366573,0.6792907244655512
5,P2,28,0.8100108329522407,0.4666574331554207,0.7341361639695915,0.9946804526297275,0.5444117105863597,0.7325116903907084,0.66494080227157
5,P2,29,0.8323256939144458,0.471154370823422,0.7465095890765938,0.9946955462350757,0.5658990347688418,0.7382789003219999,0.687164874980458
5,P2,30,0.7962264190285893,0.4776828532686105,0.736784726100925,0.994287633010055,0.5454698286631762,0.7245094860442947,0.6828719566861745
5,P2,31,0.813966219354484,0.5422458894349433,0.7326548748833337,0.9942785430001877,0.5328417383909888,0.7330551084297162,0.6704441097124418
5,P2,32,0.8053061450942088,0.4468153417110443,0.7434851963226639,0.9944581527573954,0.5642307245770419,0.7394171539819488,0.6758347539742695
5,P2,33,0.8558636469356085,0.4871789607647303,0.7304123268551139,0.9947595635705534,0.5462117559734821,0.7202925958804646,0.6603853919959557
