seed,pipeline,epoch,train_loss,val_loss,val_dice,dice_bg,dice_non_enh,dice_edema,dice_enhancing
5,P2,1,0.623261283716913,0.35245405258359136,0.44794799990180806,0.9870222383218146,0.052115648911433395,0.34983350054796547,0.40282061182601875
5,P2,2,0.4293536669116909,0.3015279985360197,0.594724443677334,0.9896528774647994,0.2194133215259904,0.5842652539858446,0.5855663217327016
5,P2,3,0.4216416022535098,0.2782986929287782,0.6038669267247647,0.989388898683089,0.24423709389178302,0.5890008907405107,0.5928408235836763
5,P2,4,0.41846757020990727,0.2760665452963597,0.6297732511846583,0.9898046505636744,0.3453163318859567,0.5921096272878685,0.5918623950011335
5,P2,5,0.4132144395072581,0.2745978336881947,0.6042127267423819,0.9872928286696873,0.37741614677668955,0.462287901525608,0.5898540299975427
5,P2,6,0.41835689448704155,0.2715079367563531,0.6144943682084346,0.9876296883152854,0.3708527606960656,0.507154990262448,0.5923400335599395
5,P2,7,0.39768296101335754,0.2559378147125244,0.6592477118880539,0.9907102319441755,0.4146648453830982,0.6178465801256349,0.6137691900993069
5,P2,8,0.3983794260328099,0.2730690140176464,0.6144500138688107,0.9908526623272559,0.34089348136709335,0.5434003623497464,0.5826535494311473
5,P2,9,0.389026998766398,0.25532117586683584,0.6727931268289348,0.9919217224088349,0.4253627927489313,0.6427944435628188,0.6310935485951542
5,P2,10,0.4035196112374128,0.2525443541439804,0.6685774635770403,0.9915675246224277,0.4109416049078852,0.6339987698982579,0.6378019548795901
5,P2,11,0.3958939775319423,0.24334301618305412,0.6654660032856132,0.991297544866183,0.4368408992777167,0.6115087129075126,0.6222168560910408
5,P2,12,0.393865519610502,0.27513006309399735,0.645908193798897,0.9919630637061919,0.3968410578639111,0.6067345855479108,0.588094068077574
5,P2,13,0.36873435229063034,0.2337324092718395,0.6663296541183817,0.9908560962016306,0.43120011036296757,0.6137288810157525,0.6295335288931763
5,P2,14,0.39481720990043573,0.2581291190675787,0.6710312043871364,0.992429195272884,0.4339336830712974,0.6473829511207204,0.6103789880836437
5,P2,15,0.39515584813336196,0.24302136857767362,0.6700218323781275,0.9918978872635628,0.4130166764706889,0.6495823374160415,0.6255904283622168
5,P2,16,0.3771282414763661,0.2511514431318721,0.6764113665458482,0.9922286371023279,0.430736521041552,0.6538784555801901,0.6288018524593231
5,P2,17,0.3902171067767224,0.23097975954816147,0.6852783778546422,0.99311169099381,0.4401321808025254,0.6603932582345369,0.6474763813876964
5,P2,18,0.3799896982514252,0.2334666091042596,0.6865945495431636,0.9918198496324719,0.44872821998384893,0.6678688223283725,0.637961306227961
5,P2,19,0.3887406293365915,0.2442729908066827,0.6844023633284266,0.9926388976144918,0.4480503924350598,0.6564482992301798,0.6404718640339753
5,P2,20,0.3825787105802762,0.23684978183056857,0.6897255718994063,0.9918766712149779,0.47186357654908717,0.6412999635149922,0.653862076318568
5,P2,21,0.40088994285817875,0.23161248701649742,0.695326206625385,0.9913416024288927,0.4748678293186267,0.6635655458763071,0.6515298488777134
