pipeline,dice_WT_mean,dice_WT_std,dice_TC_mean,dice_TC_std,dice_ET_mean,dice_ET_std,hd95_WT_mean,hd95_WT_std,hd95_TC_mean,hd95_TC_std,hd95_ET_mean,hd95_ET_std
P2,0.8616179733252619,0.0,0.7483755318293664,0.0,0.6645315273465179,0.0,5.28418286834269,0.0,8.048986600426277,0.0,,
